No of commenced toilet photo,No of Application verified, No of application Approved, No of application pullback, No of application not verified, No of application pullback,No. of Constructed Toilet Photo through Swachhalaya,ULB,No. of Constructed Toilet Photo	No. of Commenced Toilet Photo,No. of Applications Received,District, No. of Applications Approved having Aadhar No,lambda,State
4,0,0,2,69,97,0,Medinipur (M),2,Paschim Medinipur,168,0,0,West Bengal
0,0,0,1,27,11,2,Ramjibanpur (M),0,Paschim Medinipur,39,0,0,West Bengal
47,2871,2871,1,20,394,3,Alwar (M Cl),2280,Alwar,3754,2250,468,Rajasthan
1,350,350,0,5,956,2,Behror (M),352,Alwar,1337,135,26,Rajasthan
0,1563,1563,1,2,84,4,Bhiwadi (M),1579,Alwar,1720,1488,70,Rajasthan
0,995,995,0,3,0,2,Khairthal (M),933,Alwar,1014,181,16,Rajasthan
0,855,855,0,0,80,3,Kherli (M),855,Alwar,1132,836,197,Rajasthan
1,743,743,1,0,3,0,Kishangarhbas MB,612,Alwar,864,738,117,Rajasthan
2,1540,1540,2,3,1,0,Rajgarh (M),1520,Alwar,1560,1512,14,Rajasthan
0,1439,1439,0,0,28,2,Tijara (M),1439,Alwar,1966,1342,499,Rajasthan
124,2189,2189,3,3,3,8,Banswara (M),1409,Banswara,2661,914,463,Rajasthan
2,655,655,2,1,0,1,Kushalgarh (M),604,Banswara,882,618,224,Rajasthan
11,1228,1208,1,94,15,3,Antah (M),1034,Baran,1544,1164,206,Rajasthan
1,5357,5351,2,519,1,5,Baran (M),1839,Baran,6733,3675,854,Rajasthan
246,3024,3024,2,29,0,3,Chhabra (M),2587,Baran,3743,2545,688,Rajasthan
45,1304,1304,0,0,272,0,Mangrol (M),1129,Baran,1581,1274,5,Rajasthan
0,8536,8536,6,163,13,13,Balotra (M),8536,Barmer,9117,4221,399,Rajasthan
10,1834,1784,0,77,25,14,Barmer (M),1526,Barmer,2447,1683,511,Rajasthan
8,1950,1950,0,0,17,0,Bayana (M),1799,Bharatpur,1968,1839,1,Rajasthan
450,6289,6265,2,192,15,18,Bharatpur (M Cl),4476,Bharatpur,6527,277,29,Rajasthan
2,735,668,0,226,0,0,Bhusawar (M),173,Bharatpur,1200,651,239,Rajasthan
39,2156,2156,0,378,2,3,Deeg (M),2025,Bharatpur,2906,2097,370,Rajasthan
34,1982,1102,1,249,1,1,Kaman (M),1097,Bharatpur,2551,665,318,Rajasthan
153,1600,1591,0,148,2,0,Kumher (M),763,Bharatpur,1866,1501,116,Rajasthan
9,1057,1056,0,0,5,0,Nadbai (M),1004,Bharatpur,1200,904,138,Rajasthan
0,1546,1534,0,84,111,1,Nagar (M),1425,Bharatpur,1839,1510,98,Rajasthan
113,1109,1109,2,67,0,1,Rupbas,326,Bharatpur,1198,1108,20,Rajasthan
0,1406,1397,0,7,0,0,Weir (M),1466,Bharatpur,1732,1374,319,Rajasthan
4,884,884,1,11,0,4,Asind (M),465,Bhilwara,909,783,13,Rajasthan
103,5389,5389,3,4,0,2,Bhilwara (M Cl),1598,Bhilwara,5789,3628,393,Rajasthan
18,1450,1419,0,3,16,1,Gangapur (M),1159,Bhilwara,1507,1379,38,Rajasthan
4,1090,1090,0,0,0,0,Gulabpura (M),1064,Bhilwara,1119,992,29,Rajasthan
22,1326,728,0,21,0,0,Jahazpur (M),474,Bhilwara,1683,36,336,Rajasthan
101,1393,970,2,69,4,0,Mandalgarh (M),861,Bhilwara,1539,795,71,Rajasthan
52,1518,1518,1,10,2,5,Shahpura (M),1134,Bhilwara,1565,1225,34,Rajasthan
0,1624,1624,2,286,7,5,Bikaner (M Corp.),1443,Bikaner,12813,1618,10894,Rajasthan
0,968,968,0,0,10,0,Deshnoke (M),918,Bikaner,1055,953,77,Rajasthan
1,1096,1096,0,1,7,2,Dungargarh (M),1067,Bikaner,1117,1005,13,Rajasthan
0,0,0,0,0,0,0,Napasar,0,Bikaner,0,0,0,Rajasthan
0,1604,1604,1,2,512,2,Nokha (M),1477,Bikaner,2140,1596,21,Rajasthan
250,2365,2323,2,230,328,4,Bundi (M),1799,Bundi,3173,1310,248,Rajasthan
3,551,551,0,48,0,0,Indragarh (M),516,Bundi,668,535,69,Rajasthan
76,2272,1982,0,18,16,2,Kaprain (M),1634,Bundi,2391,1556,85,Rajasthan
41,2194,2194,1,1,1,1,Keshoraipatan (M),2043,Bundi,2559,528,362,Rajasthan
7,2500,2478,0,0,1,0,Lakheri (M),2280,Bundi,2919,2303,418,Rajasthan
60,2227,2160,1,1,0,2,Nainwa (M),1502,Bundi,2375,647,146,Rajasthan
1,601,598,0,3,0,1,Bari Sadri (M),507,Chittaurgarh,794,359,190,Rajasthan
1,850,850,0,15,97,0,Begun (M),840,Chittaurgarh,1000,698,38,Rajasthan
0,3439,3439,0,0,0,1,Chittaurgarh (M),3426,Chittaurgarh,3444,486,5,Rajasthan
0,973,973,0,0,5,1,Kapasan (M),973,Chittaurgarh,1283,542,305,Rajasthan
0,999,999,0,0,110,0,Nimbahera (M),999,Chittaurgarh,1226,861,117,Rajasthan
86,1300,1256,0,138,1,0,Rawatbhata (M),976,Chittaurgarh,1509,892,70,Rajasthan
1,999,999,0,69,8,3,Bidasar (M),955,Churu,1123,616,47,Rajasthan
24,816,816,0,40,0,2,Chhapar (M),582,Churu,996,791,140,Rajasthan
18,1452,1452,0,4,149,1,Churu (M Cl),1155,Churu,1625,961,20,Rajasthan
1,904,904,0,0,7,1,Rajaldesar (M),814,Churu,2203,668,1292,Rajasthan
306,4103,4103,16,455,3,4,Rajgarh (M),4103,Churu,5216,1913,639,Rajasthan
0,2022,2022,0,16,2,1,Ratangarh (M),2022,Churu,2381,1140,341,Rajasthan
0,289,289,0,2,0,0,Ratannagar (M),282,Churu,362,15,71,Rajasthan
13,1193,1193,0,99,3,2,Sardarshahar (M),1033,Churu,1375,311,80,Rajasthan
2,1003,1003,0,214,3,1,Sujangarh (M),460,Churu,1259,998,39,Rajasthan
2,977,977,0,8,0,0,Taranagar (M),977,Churu,1344,119,359,Rajasthan
0,1278,1276,10,14,0,4,Bandikui (M),1270,Dausa,2233,1022,931,Rajasthan
0,3009,3009,2,3,319,6,Dausa (M),3009,Dausa,3639,2135,306,Rajasthan
35,2047,2039,12,2,156,12,Lalsot (M),1742,Dausa,3290,1881,1073,Rajasthan
0,0,0,0,2,0,398,Mahwa,1,Dausa,2,0,0,Rajasthan
36,3456,3028,3,463,0,3,Bari (M),3257,Dhaulpur,4135,1213,213,Rajasthan
45,4954,4949,6,341,14,10,Dhaulpur (M),4042,Dhaulpur,7673,2215,2358,Rajasthan
106,2385,1968,7,2024,3,5,Rajakhera (M),1969,Dhaulpur,4488,1210,69,Rajasthan
3,1270,1270,1,0,360,1,Dungarpur (M),1270,Dungarpur,1650,1256,19,Rajasthan
0,1994,1994,1,4,3,1,Sagwara (M),1994,Dungarpur,2063,1863,61,Rajasthan
0,916,916,1,2,0,1,Anupgarh (M),917,Ganganagar,1032,813,113,Rajasthan
12,817,817,0,0,0,15,Gajsinghpur (M),775,Ganganagar,957,283,140,Rajasthan
0,3002,3002,0,0,5,4,Ganganagar (M Cl),2656,Ganganagar,5838,761,2831,Rajasthan
0,1304,1304,1,1,0,1,Karanpur (M),1310,Ganganagar,1469,837,163,Rajasthan
1,1045,1045,0,0,0,1,Kesrisinghpur (M),989,Ganganagar,1505,918,460,Rajasthan
0,1415,1415,0,0,0,0,Padampur (M),1409,Ganganagar,1521,619,106,Rajasthan
4,1100,1100,0,3,0,0,Raisinghnagar (M),1093,Ganganagar,1135,1088,32,Rajasthan
0,1748,1748,0,5,0,2,Sadulshahar (M),1679,Ganganagar,2033,1457,280,Rajasthan
8,1505,1505,1,0,1,0,Suratgarh (M),1278,Ganganagar,1567,1240,60,Rajasthan
14,1102,1102,0,0,0,0,Vijainagar (M),914,Ganganagar,1454,895,352,Rajasthan
22,953,953,1,66,7,2,Bhadra (M),916,Hanumangarh,2050,671,1023,Rajasthan
19,9201,9201,1,42,3521,8,Hanumangarh (M Cl),8600,Hanumangarh,13143,8204,378,Rajasthan
0,3113,3112,1,1,2,1,Nohar (M),3056,Hanumangarh,3178,3030,61,Rajasthan
9,2939,2939,0,3,0,1,Pilibanga (M),2799,Hanumangarh,3023,2586,81,Rajasthan
11,1262,1262,0,0,0,0,Rawatsar (M),1051,Hanumangarh,1504,1260,242,Rajasthan
10,1929,1929,0,1,0,0,Sangaria (M),1677,Hanumangarh,2106,1478,176,Rajasthan
1,850,850,8,2,17,1,Bagru (M),851,Jaipur,3243,671,2366,Rajasthan
0,1833,1833,0,216,1,2,Chaksu (M),1833,Jaipur,2401,716,351,Rajasthan
0,847,847,0,124,0,8,Chomu (M),847,Jaipur,1248,800,277,Rajasthan
2,15867,15867,4,21,2308,19,Jaipur (M Corp.),15881,Jaipur,18782,7134,582,Rajasthan
2,865,865,0,3,0,1,Jobner (M),838,Jaipur,914,688,46,Rajasthan
13,810,810,3,49,1,6,Kishangarh Renwal (M),810,Jaipur,950,768,87,Rajasthan
2,2669,2669,2,5,26,2,Kotputli (M),2669,Jaipur,4184,355,1482,Rajasthan
0,506,506,1,4,12,77,Phulera (M),506,Jaipur,620,489,97,Rajasthan
2,501,501,0,4,4,3,Sambhar (M),456,Jaipur,715,452,206,Rajasthan
1,1499,1499,0,36,1,2,Shahpura (M),1499,Jaipur,1694,1280,158,Rajasthan
0,1371,1371,0,0,1,0,Viratnagar (M),1376,Jaipur,1378,922,6,Rajasthan
130,803,612,3,895,1,2,Jaisalmer (M),413,Jaisalmer,1712,533,10,Rajasthan
0,890,885,0,167,1,0,Pokaran (M),947,Jaisalmer,1138,443,80,Rajasthan
88,5421,4895,0,194,0,6,Bhinmal (M),4141,Jalor,5670,2827,55,Rajasthan
21,1401,1401,3,9,2,7,Jalor (M),1216,Jalor,1713,305,298,Rajasthan
14,2824,2824,0,158,0,6,Sanchore (M),2241,Jalor,2990,2772,8,Rajasthan
32,1602,1547,1,66,1,4,Aklera (M),1439,Jhalawar,1758,1504,88,Rajasthan
142,1397,1397,2,11,1,5,Bhawani Mandi (M),979,Jhalawar,1462,1335,51,Rajasthan
0,1920,1904,0,12,0,5,Jhalawar (M),1392,Jhalawar,1945,1656,13,Rajasthan
48,1220,1220,0,5,1,1,Jhalrapatan (M),1095,Jhalawar,1825,378,599,Rajasthan
23,761,747,0,7,11,0,Pirawa (M),556,Jhalawar,794,713,15,Rajasthan
0,777,777,0,1,16,5,Baggar (M),776,Jhunjhunun,795,512,1,Rajasthan
0,454,454,0,1,1,1,Bissau (M),454,Jhunjhunun,458,421,2,Rajasthan
0,686,682,0,96,0,0,Chirawa (M),578,Jhunjhunun,1025,439,243,Rajasthan
19,1940,1888,1,9,173,3,Jhunjhunun (M Cl),1697,Jhunjhunun,2207,613,84,Rajasthan
0,927,927,1,0,2,0,Khetri (M),927,Jhunjhunun,1098,629,168,Rajasthan
0,308,308,0,0,5,1,Mandawa (M),308,Jhunjhunun,329,248,16,Rajasthan
16,425,425,0,0,76,0,Mukandgarh (M),402,Jhunjhunun,531,99,30,Rajasthan
0,963,963,0,2,127,1,Nawalgarh (M),963,Jhunjhunun,1152,286,60,Rajasthan
4,991,991,1,0,0,1,Pilani (M),765,Jhunjhunun,1066,94,74,Rajasthan
3,570,570,1,112,4,2,Surajgarh (M),536,Jhunjhunun,887,223,200,Rajasthan
6,1962,1956,5,2,9,6,Udaipurwati (M),1946,Jhunjhunun,2594,1903,616,Rajasthan
0,162,162,0,0,0,0,Vidyavihar (M),162,Jhunjhunun,166,52,4,Rajasthan
55,1992,1990,6,53,1,4,Bilara (M),1127,Jodhpur,2179,1941,127,Rajasthan
466,5882,5882,6,16,16,12,Jodhpur (M Corp.),4766,Jodhpur,8645,1004,2725,Rajasthan
91,567,481,1,872,0,7,Phalodi (M),399,Jodhpur,1745,64,305,Rajasthan
3,1031,1031,0,1,1,2,Pipar City (M),1021,Jodhpur,1311,671,278,Rajasthan
2,1778,1778,1,53,2375,1,Chittoor (M),1780,Chittoor,4207,1777,0,Andhra Pradesh
0,687,687,0,20,3171,0,Madanapalle (M),687,Chittoor,3878,687,0,Andhra Pradesh
0,1247,1247,0,57,1076,0,Nagari (M),1248,Chittoor,2380,1244,0,Andhra Pradesh
0,235,235,0,9,160,0,Palamaner (M),235,Chittoor,404,235,0,Andhra Pradesh
0,551,551,0,27,522,0,Punganur (M),552,Chittoor,1100,551,0,Andhra Pradesh
0,1206,1206,0,42,941,0,Puttur (M),1206,Chittoor,2189,1206,0,Andhra Pradesh
1,727,727,0,42,856,0,Srikalahasti (M),728,Chittoor,1625,727,0,Andhra Pradesh
0,523,523,0,1,782,1,Tirupati (M Corp.),523,Chittoor,1306,518,0,Andhra Pradesh
0,236,236,0,8,276,0,Amalapuram (M),238,East Godavari,520,236,0,Andhra Pradesh
0,827,827,0,72,538,0,Gollaprolu,827,East Godavari,1437,827,0,Andhra Pradesh
0,4061,4061,0,66,3080,2,Kakinada (M Corp.),4062,East Godavari,7207,4058,0,Andhra Pradesh
0,309,309,0,11,273,0,Mandapeta (M),309,East Godavari,593,308,0,Andhra Pradesh
0,1669,1669,0,75,1144,0,MUMMIDIVARAM,1669,East Godavari,2888,1668,0,Andhra Pradesh
0,740,740,0,30,281,0,Peddapuram (M),740,East Godavari,1051,739,0,Andhra Pradesh
0,1242,1242,0,20,1224,0,Pithapuram (M),1243,East Godavari,2486,1241,0,Andhra Pradesh
0,958,958,0,24,542,0,Rajahmundry (M Corp.),958,East Godavari,1524,956,0,Andhra Pradesh
0,1020,1020,0,123,785,2,Ramachandrapuram (M),1020,East Godavari,1928,1014,0,Andhra Pradesh
0,1024,1024,0,28,599,0,Samalkot (M),1024,East Godavari,1651,1022,0,Andhra Pradesh
1,366,366,0,23,248,0,Tuni (M),366,East Godavari,637,366,0,Andhra Pradesh
0,1537,1537,0,96,1113,0,Yeleswaram,1537,East Godavari,2746,1537,0,Andhra Pradesh
0,0,0,0,0,0,0,Amaravati,0,Guntur,0,0,0,Andhra Pradesh
1,1327,1327,0,8,1416,0,Bapatla (M),1328,Guntur,2751,1326,0,Andhra Pradesh
0,4086,4086,0,7,4757,0,Chilakaluripet (M),4086,Guntur,8850,4084,0,Andhra Pradesh
2,8356,8356,0,1400,3122,0,Guntur (M Corp.),8357,Guntur,12878,8348,0,Andhra Pradesh
0,2591,2591,0,77,1534,0,Macherla (M),2591,Guntur,4202,2588,0,Andhra Pradesh
0,674,674,1,6,642,0,Mangalagiri (M),675,Guntur,1323,674,0,Andhra Pradesh
0,1234,1234,0,13,1997,1,Narasaraopet (M),1234,Guntur,3244,1233,0,Andhra Pradesh
1,1310,1310,1,11,1094,0,Piduguralla (NP),1311,Guntur,2416,1310,0,Andhra Pradesh
0,272,272,0,18,434,0,Ponnur (M),272,Guntur,724,272,0,Andhra Pradesh
0,874,874,0,15,451,0,Repalle (M),875,Guntur,1340,873,0,Andhra Pradesh
0,2176,2176,0,1,2235,0,Sattenapalle (M),2176,Guntur,4412,2176,0,Andhra Pradesh
0,0,0,1,3,0,1,Tadepalle (M),1,Guntur,4,0,0,Andhra Pradesh
0,756,756,0,10,587,0,Tenali (M),757,Guntur,1353,755,0,Andhra Pradesh
0,1542,1542,0,28,684,0,Vinukonda (M),1542,Guntur,2254,1542,0,Andhra Pradesh
0,888,888,0,75,1232,0,Gudivada (M),888,Krishna,2195,888,0,Andhra Pradesh
0,1416,1416,0,41,757,0,Jaggaiahpet (M),1416,Krishna,2214,1415,0,Andhra Pradesh
0,4031,4031,0,42,3155,1,Machilipatnam (M),4032,Krishna,7228,4029,0,Andhra Pradesh
0,1725,1725,0,87,738,0,Nandigama,1726,Krishna,2550,1714,0,Andhra Pradesh
0,606,606,0,14,818,0,Nuzvid (M),606,Krishna,1438,605,0,Andhra Pradesh
0,1408,1408,0,2,1431,0,Pedana (M),1408,Krishna,2841,1408,0,Andhra Pradesh
0,1306,1306,0,80,666,0,Tiruvuru,1306,Krishna,2052,1304,0,Andhra Pradesh
0,1730,1730,1,21,679,0,Vijayawada (M Corp.),1730,Krishna,2431,1730,0,Andhra Pradesh
0,1171,1171,0,4,362,0,Vuyyuru,1171,Krishna,1537,1171,0,Andhra Pradesh
0,3391,3391,0,7,4156,0,Adoni (M),3392,Kurnool,7554,3390,0,Andhra Pradesh
0,3391,3391,0,8,1829,0,ALLAGADDA,3391,Kurnool,5228,3388,0,Andhra Pradesh
0,866,866,0,34,1051,0,Atmakur,866,Kurnool,1951,866,0,Andhra Pradesh
0,2340,2340,3,15,1034,3,Dhone (NP),2343,Kurnool,3392,2337,0,Andhra Pradesh
0,668,668,0,3,619,0,Gudur NP,668,Kurnool,1290,668,0,Andhra Pradesh
0,4957,4957,1,22,3918,3,Kurnool (M Corp.),4961,Kurnool,8898,4951,0,Andhra Pradesh
0,1007,1007,0,70,1223,0,Nandikotkur,1007,Kurnool,2300,1007,0,Andhra Pradesh
0,2830,2830,0,114,4067,0,Nandyal (M),2830,Kurnool,7011,2827,0,Andhra Pradesh
0,2812,2812,0,13,3357,0,Yemmiganur (M),2812,Kurnool,6182,2812,0,Andhra Pradesh
0,2619,2616,0,121,1603,0,Atmakur,2616,Nellore,4343,2613,0,Andhra Pradesh
1,848,847,0,396,755,0,Gudur (M),848,Nellore,1999,846,0,Andhra Pradesh
0,2227,2227,1,542,1746,0,Kavali (M),2227,Nellore,4516,2226,0,Andhra Pradesh
0,1593,1591,0,107,1378,0,Naidupet,1591,Nellore,3078,1591,0,Andhra Pradesh
2,10169,10169,1,3805,2919,1,Nellore (M Corp.),10176,Nellore,16894,10153,0,Andhra Pradesh
1,0,0,0,2,0,0,Sullurpet,0,Nellore,2,0,0,Andhra Pradesh
1,2222,2222,0,253,1024,0,Venkatagiri (M),2223,Nellore,3499,2218,0,Andhra Pradesh
0,932,932,0,84,2462,2,Addanki,933,Prakasam,3478,931,0,Andhra Pradesh
0,628,628,0,69,755,0,CHIMAKURTHY,628,Prakasam,1452,627,0,Andhra Pradesh
0,1788,1788,0,15,2920,0,Chirala (M),1788,Prakasam,4723,1788,0,Andhra Pradesh
0,1075,1075,2,167,1458,0,Giddaluru(NP),1075,Prakasam,2702,1071,0,Andhra Pradesh
0,1329,1329,0,9,1483,1,Kandukur (M),1330,Prakasam,2821,1327,0,Andhra Pradesh
0,1309,1309,0,15,1371,1,Kanigiri,1309,Prakasam,2695,1306,0,Andhra Pradesh
1,1447,1447,0,15,768,3,Markapur (M),1447,Prakasam,2230,1446,0,Andhra Pradesh
2,6461,6461,0,42,4406,0,Ongole (M),6462,Prakasam,10909,6458,0,Andhra Pradesh
0,1543,1543,0,82,1673,0,Amadalavalasa (M),1543,Srikakulam,3298,1542,0,Andhra Pradesh
0,1284,1284,0,23,2017,0,Ichchapuram (M),1284,Srikakulam,3324,1284,0,Andhra Pradesh
1,737,737,2,27,549,0,Palakonda,741,Srikakulam,1315,737,0,Andhra Pradesh
0,1686,1686,1,289,1707,1,Palasa Kasibugga (M),1687,Srikakulam,3683,1684,0,Andhra Pradesh
0,1412,1412,0,78,1048,0,Rajam (NP),1412,Srikakulam,2538,1412,0,Andhra Pradesh
0,1831,1831,0,30,1673,0,Srikakulam (M),1831,Srikakulam,3534,1831,0,Andhra Pradesh
0,529,529,0,7,477,0,Anakapalle (M),529,Visakhapatnam,1013,528,0,Andhra Pradesh
0,479,479,0,0,64,0,Bheemunipatnam (M),479,Visakhapatnam,543,479,0,Andhra Pradesh
3,12204,12204,3,95,12626,7,GVMC,12211,Visakhapatnam,24928,12188,0,Andhra Pradesh
0,1278,1278,0,39,2635,0,Narsipatnam,1278,Visakhapatnam,3952,1276,0,Andhra Pradesh
0,2152,2152,0,42,2116,0,Yelamanchili,2153,Visakhapatnam,4310,2151,0,Andhra Pradesh
0,2917,2917,0,74,3095,0,Bobbili (M),2917,Vizianagaram,6086,2916,0,Andhra Pradesh
0,853,853,0,57,1019,0,Nellimarla,853,Vizianagaram,1929,852,0,Andhra Pradesh
0,1825,1825,0,183,2083,0,Parvathipuram (M),1826,Vizianagaram,4091,1824,0,Andhra Pradesh
0,1268,1268,0,28,1469,0,Salur (M),1268,Vizianagaram,2765,1268,0,Andhra Pradesh
1,3103,3103,3,310,4878,0,Vizianagaram (M),3103,Vizianagaram,8294,3100,0,Andhra Pradesh
0,548,548,0,1,725,0,Bhimavaram (M),548,West Godavari,1274,547,0,Andhra Pradesh
0,1178,1178,0,62,1065,0,Eluru (M Corp.),1178,West Godavari,2305,1177,0,Andhra Pradesh
0,2045,2045,0,2,1609,0,Jangareddygudem,2045,West Godavari,3656,2045,0,Andhra Pradesh
0,755,755,0,5,585,0,Kovvur (M),755,West Godavari,1345,755,0,Andhra Pradesh
0,892,892,0,10,960,0,Narasapur (M),893,West Godavari,1862,892,0,Andhra Pradesh
0,493,493,0,6,270,0,Nidadavole (M),494,West Godavari,769,493,0,Andhra Pradesh
0,426,426,0,11,487,0,Palacole (M),426,West Godavari,924,425,0,Andhra Pradesh
0,686,686,1,5,1148,0,Tadepalligudem (M),687,West Godavari,1840,686,0,Andhra Pradesh
0,259,259,0,14,698,0,Tanuku (M),259,West Godavari,971,259,0,Andhra Pradesh
0,31,31,0,1,0,0,Changlang (NT),31,Changlang,32,31,0,Arunachal Pradesh
1,52,52,0,0,0,0,Jairampur (NT),52,Changlang,53,52,1,Arunachal Pradesh
0,49,49,0,0,0,0,Miao (NT),49,Changlang,49,49,0,Arunachal Pradesh
0,0,0,0,0,0,0,Anini (NT),0,Dibang Valley,0,0,0,Arunachal Pradesh
0,29,0,0,123,0,0,Seppa (NT),151,East Kameng,152,0,0,Arunachal Pradesh
0,76,72,0,0,1,0,Boleng (NT),75,East Siang,77,72,0,Arunachal Pradesh
0,0,0,0,0,0,0,Pasighat (NT),0,East Siang,0,0,0,Arunachal Pradesh
0,5,5,0,60,0,0,Koloriang (NT),62,Karung Kumey,66,5,1,Arunachal Pradesh
0,0,0,0,1,0,0,PALIN,0,Kra Dadi,1,0,0,Arunachal Pradesh
37,96,96,0,2,0,0,Namsai (NT),61,Lohit,104,96,6,Arunachal Pradesh
0,194,0,1,21,0,1,Tezu (NT),210,Lohit,216,0,0,Arunachal Pradesh
1,653,526,0,8,1,0,Roing (NT),525,Lower Dibang Valley,683,405,21,Arunachal Pradesh
0,0,0,0,0,0,0,RAGA,0,Lower Subansari,0,0,0,Arunachal Pradesh
0,8,0,0,278,0,0,Ziro (NT),54,Lower Subansari,286,0,0,Arunachal Pradesh
0,0,0,0,0,0,0,DOIMUKH,0,Papum Pare,0,0,0,Arunachal Pradesh
1,93,0,0,1,0,0,Itanagar (NT),77,Papum Pare,112,0,18,Arunachal Pradesh
0,0,0,0,0,0,0,KIMIN,0,Papum Pare,0,0,0,Arunachal Pradesh
0,0,0,0,0,0,0,Naharlagun (NT),0,Papum Pare,0,0,0,Arunachal Pradesh
0,10,10,0,0,0,0,Sagalee (NT),10,Papum Pare,11,10,1,Arunachal Pradesh
0,0,0,0,0,0,0,PANGIN,0,Siang,0,0,0,Arunachal Pradesh
0,92,92,0,12,0,0,Tawang (NT),92,Tawang,104,91,0,Arunachal Pradesh
0,0,0,0,50,0,0,Deomali (NT),51,Tirap,51,0,1,Arunachal Pradesh
0,54,54,0,71,0,0,Khonsa (NT),126,Tirap,126,54,1,Arunachal Pradesh
0,100,0,0,45,0,0,Longding,145,Tirap,145,0,0,Arunachal Pradesh
0,0,0,0,0,0,0,MARIYANG,0,Upper Siang,0,0,0,Arunachal Pradesh
0,47,0,0,0,0,0,Yingkiong (NT),48,Upper Siang,48,0,1,Arunachal Pradesh
0,111,111,0,0,0,0,Daporijo (NT),111,Upper Subansari,111,111,0,Arunachal Pradesh
0,0,0,0,0,0,0,DUMPORIJO,0,Upper Subansari,0,0,0,Arunachal Pradesh
0,0,0,0,2,0,0,Bomdila (NT),0,West Kameng,2,0,0,Arunachal Pradesh
0,0,0,0,0,0,0,Dirang (NT),0,West Kameng,0,0,0,Arunachal Pradesh
2,1561,1429,0,0,1,1,Baloda Bazar (M),1222,Baloda Bazar,1663,305,101,Chhattisgarh
173,4007,3873,2,1596,2,0,Bhatapara (M),3813,Baloda Bazar,5642,2551,35,Chhattisgarh
0,1028,1028,0,1,0,1,Tundra (NP),1036,Baloda Bazar,1092,839,63,Chhattisgarh
3,1225,1030,0,2,2,0,Bhatgaon (NP),1219,Baloudabazar-Bhatapara,1232,913,3,Chhattisgarh
9,567,567,0,42,3,1,Bilaigarh (NP),457,Baloudabazar-Bhatapara,721,526,109,Chhattisgarh
0,1045,1045,0,0,1,0,Kasdol (NP),1048,Baloudabazar-Bhatapara,1154,88,108,Chhattisgarh
4,758,0,0,471,0,0,Lawan (NP),947,Baloudabazar-Bhatapara,1229,0,0,Chhattisgarh
0,929,890,0,27,2,3,Palari (NP),934,Baloudabazar-Bhatapara,1135,854,177,Chhattisgarh
13,722,54,0,960,1,5,Simga (NP),1202,Baloudabazar-Bhatapara,1683,2,0,Chhattisgarh
0,539,539,0,0,0,0,Balrampur (NP),488,Balrampur,577,15,38,Chhattisgarh
3,1047,208,2,2,0,0,Kusmi (NP),764,Balrampur,1069,17,18,Chhattisgarh
2,545,545,0,0,1,0,Rajpur (NP),582,Balrampur,593,48,47,Chhattisgarh
4,761,214,1,326,13,0,Ramanujganj (NP),973,Balrampur,1266,176,165,Chhattisgarh
2,515,515,0,0,0,2,Wadrafnagar (NP),473,Balrampur,545,31,30,Chhattisgarh
0,1566,1520,1,22,0,0,Bastar (NP),1456,Bastar,1590,740,1,Chhattisgarh
0,4133,3923,2,43,0,0,Jagdalpur (M Corp.),3056,Bastar,5055,2767,877,Chhattisgarh
3,1428,1428,212,114,1,3,Bemetara (M),1428,Bemetara,1828,924,73,Chhattisgarh
0,535,534,0,134,0,2,Berla (NP),534,Bemetara,718,373,49,Chhattisgarh
5,915,348,4,0,1,0,Devkar (NP),602,Bemetara,925,254,5,Chhattisgarh
2,651,651,6,18,0,0,Khamhariya,557,Bemetara,696,513,21,Chhattisgarh
7,1098,911,37,139,0,0,Maro (NP),857,Bemetara,1284,375,10,Chhattisgarh
1,806,721,2,286,0,1,Nawagarh (NP),729,Bemetara,1094,265,0,Chhattisgarh
2,553,373,0,0,0,0,Parpondi (NP),428,Bemetara,571,316,18,Chhattisgarh
0,510,509,0,4,0,0,Saja (NP),518,Bemetara,583,465,69,Chhattisgarh
5,169,169,0,1742,0,0,Bhairamgarh (NP),1092,Bijapur,1917,5,6,Chhattisgarh
0,113,25,3,409,0,0,Bhopalpattanam (NP),358,Bijapur,525,1,0,Chhattisgarh
0,1805,1805,2,22,0,0,Bijapur (NP),1827,Bijapur,2102,1263,273,Chhattisgarh
0,5127,5127,0,0,0,0,Bilaspur (M Corp.),5127,Bilaspur,5910,3563,783,Chhattisgarh
0,1131,935,3,350,0,0,Bilha (NP),1151,Bilaspur,1484,881,0,Chhattisgarh
0,1133,1133,0,180,0,0,Bodri (NP),1133,Bilaspur,1326,474,13,Chhattisgarh
11,1691,1251,7,283,0,0,Gaurella (NP),1724,Bilaspur,2088,68,107,Chhattisgarh
6,883,492,1,2111,0,1,Kota (NP),2052,Bilaspur,2995,7,0,Chhattisgarh
1,1191,1191,0,285,0,0,Malhar (NP),1203,Bilaspur,1832,134,356,Chhattisgarh
0,224,224,0,1183,0,0,Pathariya (NP),1045,Bilaspur,1408,212,1,Chhattisgarh
0,240,240,0,1269,0,0,Pendra (NP),1080,Bilaspur,1509,94,0,Chhattisgarh
3,2664,2631,1,226,0,1,Ratanpur (NP),2632,Bilaspur,3676,1989,785,Chhattisgarh
2,1223,1223,0,0,0,0,Sakari (NP),1223,Bilaspur,1576,562,353,Chhattisgarh
24,188,188,0,641,0,0,Sargaon (NP),419,Bilaspur,829,150,0,Chhattisgarh
